"","first_name","last_name","publication_titles","media_types","Year","month","day"
"244","Andrea ","Salik ","The Prophetic Church","sermon",2008,"December",6
"245","Andrea ","Salik ","Why Latin America Still Needs a Reformation","sermon",2008,"December",6
"246","Andrea ","Salik ","Mountains, Vineyards, and Birth Pangs","sermon",2008,"December",6
"247","Andrea ","Salik ","Ministry for a Short Season","sermon",2008,"December",6
"248","Andrea ","Salik ","Luther’s Distinctive Theological Contributions","sermon",2008,"December",6
"249","Andrea ","Salik ","Discipleship with Monday in Mind","sermon",2008,"December",6
"250","Andrea ","Salik ","With Liberty and Jesus for All","sermon",2008,"December",6
"251","Andrea ","Salik ","When to Stand Together, When to Stand Apart","sermon",2008,"December",6
"252","Andrea ","Salik ","Early Reformed Pastoral Practice","sermon",2008,"December",6
"253","Andrea ","Salik ","The Institutes and More","sermon",2008,"December",6
"254","Andrea ","Salik ","Race, Political Partisanship, and the Unity of the Church (9Marks Panel)","sermon",2008,"December",6
"255","Andrea ","Salik ","Engaging Children’s Hearts So They Live for the Glory of God","sermon",2008,"December",6
"256","Andrea ","Salik ","Walking with God in the Season of Motherhood","sermon",2008,"December",6
"257","Andrea ","Salik ","Preaching the Whole Counsel of God","sermon",2008,"December",6
"258","Andrea ","Salik ","Calvin’s Company of Pastors Today","sermon",2008,"December",6
"259","Andrea ","Salik ","What to Do When Scripture Is Inspired But Our Interpretation Isn’t","sermon",2008,"December",6
"260","Andrea ","Salik ","Art","sermon",2008,"November",26
"261","Andrea ","Salik ","The Missionary Legacy of the Reformation","sermon",2008,"November",26
"262","Andrea ","Salik ","Anabaptists and the Radical Reformation","sermon",2008,"November",26
"263","Andrea ","Salik ","‘Help Me Teach the Bible’ Live Recording","sermon",2008,"November",22
"264","Andrea ","Salik ","Early Reformers","sermon",2008,"November",22
"265","Andrea ","Salik ","What Has Geneva to Do with Ferguson?","sermon",2008,"November",22
"266","Andrea ","Salik ","Pastors and Women in Ministry (Panel)","sermon",2008,"November",22
"267","Andrea ","Salik ","Reexamining Perspicuity","sermon",2008,"November",22
"268","Andrea ","Salik ","Pastor-Scholars in the Reformation","sermon",2008,"November",22
"269","Andrea ","Salik ","Pursuing Health in an Anxious Age","sermon",2008,"November",22
"270","Andrea ","Salik ","Gospel-Centric Anglicanism","sermon",2008,"November",22
"271","Andrea ","Salik ","Bible Reading and Hearing in the Work and Ministry of Thomas Cranmer","sermon",2008,"November",22
"272","Andrea ","Salik ","A Deeper Gospel for More Effective Discipleship in Youth Ministry","sermon",2008,"November",22
"273","Andrea ","Salik ","Gospel DNA","sermon",2008,"November",22
"274","Andrea ","Salik ","Living Out Our Reformation Convictions","sermon",2008,"November",22
"275","Andrea ","Salik ","Evangelicalism and the Evangel","sermon",2008,"November",22
"276","Andrea ","Salik ","Boasting in Nothing Except the Cross","sermon",2008,"November",22
"277","Andrea ","Salik ","Gospel Freedom, Gospel Fruit","sermon",2000,"January",1
"278","Andrea ","Salik ","The Reformed Tradition Beyond Calvin","sermon",2000,"January",1
"279","Andrea ","Salik ","The Gospel of Grace: How to Read the Bible, Part 2","sermon",2000,"January",1
"280","Andrea ","Salik ","Living by the Promise: How to Read the Bible, Part 1","sermon",2000,"January",1
"281","Andrea ","Salik ","What Does Washington Have to Do with Jerusalem?","sermon",2000,"January",1
"282","Andrea ","Salik ","On John Calvin","sermon",2000,"January",1
"283","Andrea ","Salik ","Special Needs Children in the Family and Church","sermon",2000,"January",1
"284","Andrea ","Salik ","Is God a Misogynist?","sermon",2000,"January",1
"285","Andrea ","Salik ","Raising an Alien Child","sermon",2000,"January",1
"286","Andrea ","Salik ","Evangelism (Panel)","sermon",2000,"January",1
"287","Andrea ","Salik ","Navigating 21st Century Dating as a Christian Woman","sermon",2000,"January",1
"288","Andrea ","Salik ","Spiritual Disciplines and Healthy Rhythms in Life and Ministry (Panel)","sermon",2000,"January",1
"289","Andrea ","Salik ","Mentoring","sermon",2000,"January",1
"290","Andrea ","Salik ","Spanish Track: ¿Paz en medio de la tormenta?","sermon",2000,"January",1
"291","Andrea ","Salik ","Blessed are the Forgiven","sermon",2000,"January",1
"292","Andrea ","Salik ","Learning from the History of Women in Global Missions","sermon",2000,"January",1
"293","Andrea ","Salik ","Respecting Husbands (Panel)","sermon",2000,"January",1
"294","Andrea ","Salik ","Help Me Teach 1 Peter with John Piper","sermon",2000,"January",1
"295","Andrea ","Salik ","A Peculiar Glory","sermon",2000,"January",1
"296","Andrea ","Salik ","Reviewing (and Delighting in) Biblical Genres","sermon",2000,"January",1
"297","Andrea ","Salik ","Spanish Track: Cuando Nuestros Anhelos No Son Satisfechos","sermon",2000,"January",1
"298","Andrea ","Salik ","Cultivating Gratitude","sermon",2000,"January",1
"299","Andrea ","Salik ","Loving and Serving the Local Church as a Professional Woman","sermon",2000,"January",1
"300","Andrea ","Salik ","Sojourner Citizens","sermon",2000,"January",1
"301","Andrea ","Salik ","Spanish Track: Viviendo a la luz del Diseño de Dios","sermon",2000,"January",1
"302","Andrea ","Salik ","Spoken Words","sermon",2000,"January",1
"303","Andrea ","Salik ","Glimpses of God at Work","sermon",2000,"January",1
"304","Andrea ","Salik ","The Thorns and Thistles of Our Work","sermon",2000,"January",1
"305","Andrea ","Salik ","Deepening Our Walk with Jesus","sermon",2000,"January",1
"306","Andrea ","Salik ","Teaching Theology to Children (Panel)","sermon",2000,"January",1
"307","Andrea ","Salik ","Loving The Church When It Hurts","sermon",2000,"January",1
"308","Andrea ","Salik ","When Women Pray Together","sermon",2000,"January",1
"309","Andrea ","Salik ","Arm Yourself With the Same Way of Thinking","sermon",2000,"January",1
"310","Andrea ","Salik ","God’s People Singing","sermon",2000,"January",1
"311","Andrea ","Salik ","Living our Theology as We Disciple Others","sermon",2000,"January",1
"312","Andrea ","Salik ","From Moral Majority to Prophetic Minority","sermon",2013,"July",8
"313","Andrea ","Salik ","TULIP Transformed for Mission","sermon",2013,"June",19
"314","Andrea ","Salik ","Principles for Working Among the Poor","sermon",2020,"January",27
"315","Andrea ","Salik ","I’ve Come To Christ . . . What Next?","sermon",2022,"March",17
"316","Andrea ","Salik ","Excited About Evangelism?","sermon",2009,"April",8
"317","Andrea ","Salik ","Whatever Happened to Evangelicals in Latin America?","sermon",2009,"April",8
"318","Andrea ","Salik ","Melodies and Rhymes to the Glory of God","sermon",2009,"April",8
"319","Andrea ","Salik ","How Do We Know the Bible is God’s Word?","sermon",2009,"March",22
"320","Andrea ","Salik ","Preaching to the Heart","sermon",2009,"March",21
"321","Andrea ","Salik ","Sexual Assault, Domestic Abuse, and the Gospel","sermon",2009,"March",21
"322","Andrea ","Salik ","Writers Workshop on TGC History and Editorial Vision","sermon",2009,"March",21
"323","Andrea ","Salik ","Becoming a Courageous, Compassionate, and Commissioned Church","sermon",2009,"March",21
"324","Andrea ","Salik ","Ministry Among Women (Panel)","sermon",2009,"March",21
"325","Andrea ","Salik ","It’s Time for Another Conversation About the Holy Spirit","sermon",2009,"March",21
"326","Andrea ","Salik ","The Pastors Wife","sermon",2009,"March",21
"327","Andrea ","Salik ","Home Away from Home","sermon",2009,"March",21
"328","Andrea ","Salik ","From Dependence to Dignity","sermon",2009,"March",21
"329","Andrea ","Salik ","Systematic Theology for Pastoral Ministry, Christian Thinking, and Public Theology","sermon",2009,"March",21
"330","Andrea ","Salik ","The Gospel & Eschatology (Panel)","sermon",2009,"March",21
"331","Andrea ","Salik ","Do Executive Jobs Have More Kingdom Value Than Dirty Jobs?","sermon",2009,"March",21
"332","Andrea ","Salik ","How to Survive a Cultural Crisis","sermon",2009,"March",21
"333","Andrea ","Salik ","Church Polity? Really?","sermon",2009,"March",21
"334","Andrea ","Salik ","Stories, Longing, and Spiritual Formation","sermon",2009,"March",21
"335","Andrea ","Salik ","Filled by the Spirit","sermon",2009,"March",21
"336","Andrea ","Salik ","Stumbling Blocks: Preparing Students for Life in a Fallen World","sermon",2009,"March",21
"337","Andrea ","Salik ","Engaging in the Tension of Gospel and Social Justice","sermon",2009,"March",21
"338","Andrea ","Salik ","Worldview Apologetics, Worldview Evangelism","sermon",2009,"March",21
"339","Andrea ","Salik ","Continuity & Discontinuity","sermon",2009,"March",21
"340","Andrea ","Salik ","Seeking Justice and Mercy From Ferguson to New York","sermon",2009,"March",21
"341","Andrea ","Salik ","Biblical Foundations for Seeking God’s Justice in a Sinful World","sermon",2009,"March",21
"342","Andrea ","Salik ","A New Heaven and a New Earth","sermon",2009,"March",21
"343","Andrea ","Salik ","Living in the Hope of Liberation from Bondage","sermon",2009,"March",21
"344","Andrea ","Salik ","The Day of the Lord","sermon",2009,"March",21
"345","Andrea ","Salik ","The Father’s Home, and the Way There","sermon",2009,"March",21
"346","Andrea ","Salik ","The Branch and Banner of David","sermon",2009,"March",21
"347","Andrea ","Salik ","Dealing with Discouragement in Ministry","sermon",2009,"March",21
"348","Andrea ","Salik ","Theology Matters","sermon",2009,"March",21
"349","Andrea ","Salik ","Our Daughters’ Great Worth","sermon",2009,"March",21
"350","Andrea ","Salik ","Bible Toolkit #1: The Story of the Bible (Creation to New Creation)","sermon",2009,"March",21
"351","Andrea ","Salik ","Bible Toolkit #2: Rightly Handling the Word of Truth","sermon",2009,"March",21
"352","Andrea ","Salik ","One-to-One Bible Study","sermon",2009,"March",21
"353","Andrea ","Salik ","College-Aged Students","sermon",2009,"March",21
"354","Andrea ","Salik ","Hearing from Women Leaders (Panel)","sermon",2009,"March",21
"355","Andrea ","Salik ","Adoptive Mother, Adoptive Daughter","sermon",2009,"January",12
"356","Andrea ","Salik ","Fourteen God-Centered Convictions for Frontier Missions","sermon",2009,"January",12
"357","Andrea ","Salik ","Practicing Prayer","sermon",2008,"December",15
"358","Andrea ","Salik ","How Could They?","sermon",2008,"December",15
"359","Andrea ","Salik ","Now and Not Yet","sermon",2008,"November",28
"360","Andrea ","Salik ","Why Cities Matter","sermon",2011,"December",16
"361","Andrea ","Salik ","Dangerous Calling","sermon",2019,"September",29
"362","Andrea ","Salik ","Marks of the Messenger","sermon",2009,"March",25
"363","Andrea ","Salik ","Women in the Church","sermon",2009,"March",25
"364","Andrea ","Salik ","Women and Men","sermon",2009,"March",23
"365","Andrea ","Salik ","Atonement in Luke-Acts","sermon",2009,"January",28
"366","Andrea ","Salik ","Spanish Track: Integrity in Ministry in Latin America (Panel)","sermon",2009,"January",28
"367","Andrea ","Salik ","How Do Others Experience You as a Counselor?","sermon",2009,"January",2
"368","Andrea ","Salik ","Insourcing","sermon",2009,"January",2
"369","Andrea ","Salik ","Every Disciple Making Disciples, Every Church Multiplying Churches","sermon",2009,"January",2
"370","Andrea ","Salik ","Recapturing a Robust Doctrine of the Person and Work of the Holy Spirit","sermon",2009,"January",2
"371","Andrea ","Salik ","Living and Active Prayer","sermon",2009,"January",1
"372","Andrea ","Salik ","Spanish Track: Leading with Integrity","sermon",2009,"January",1
"373","Andrea ","Salik ","Black and White and Red All Over","sermon",2009,"January",1
"374","Andrea ","Salik ","Is the World Really Flat?","sermon",2009,"January",1
"375","Irene ","Sun ","Motherhood and the Hope of the Gospel","sermon",2000,"January",1
"376","Irene ","Sun ","Agents of Healing for Racial Division","sermon",2000,"January",1
"377","Irene ","Sun ","Wen Wei Chieh: Steadfast in Opposition","sermon",2000,"January",1
"378","Irene ","Sun ","You Can Teach Theology with Picture Books","sermon",2000,"January",1
"379","Irene ","Sun ","How to Give Your Child a Vocabulary of Faith","sermon",2000,"January",1
"380","Irene ","Sun ","How to Teach Big Truths to Young Hearts","sermon",2000,"January",1
"381","Irene ","Sun ","Parents, Spare Not the Rod of Comfort","sermon",2000,"January",1
"382","Irene ","Sun ","Jonah and the Art of Being Broken","sermon",2000,"January",1
"383","Irene ","Sun ","The Gospel on Our Sleeves","sermon",2000,"January",1
"384","Irene ","Sun ","God Counts: Numbers in the Bible","sermon",2000,"January",1
"385","Jodi ","Ware ","Housewife Theologian","sermon",2000,"January",1
"386","Jodi ","Ware ","How to Be Mentored Without a Mentor","sermon",2000,"January",1
"387","Joanne ","Jung ","Building a Better Small Group","sermon",2000,"January",1
"388","Hannah ","Anderson ","Dealing with Depression","sermon",2011,"August",8
"389","Gloria ","Furman ","Put Off Nagging, Put On Love","sermon",2016,"March",23
"390","Gloria ","Furman ","The Pastor’s Wife Is a Pastor’s Wife","sermon",2016,"February",10
"391","Gloria ","Furman ","Mommy Needs a Recess","sermon",2008,"January",30
"392","Gloria ","Furman ","Mother of the Year? Not Here","sermon",2006,"October",29
"393","Fabienne ","Harford ","Have No FOMO","sermon",2000,"January",30
"394","Fabienne ","Harford ","Sex and the Single Woman","sermon",2000,"January",23
"395","Fabienne ","Harford ","Women Are Worthy","sermon",2000,"January",1
"396","Chelsea ","Sobolik ","Why Intercountry Adoption Must Remain a Viable Option","sermon",2008,"November",5
"397","Chelsea ","Sobolik ","How You Can Care for the Childless","sermon",2008,"May",18
"398","Chelsea ","Sobolik ","Today Is My Birthday Because My Mom Chose Life","sermon",2008,"April",27
"399","Chelsea ","Sobolik ","How to Talk with Your Parents About the Election","sermon",2007,"November",18
"400","Chelsea ","Sobolik ","Why You Should Consider Adoption","sermon",2005,"July",3
"401","Chelsea ","Sobolik ","Suffering: For God’s Glory and Your Good","sermon",2005,"June",26
"402","Chelsea ","Sobolik ","How Long O Lord?","sermon",2005,"June",12
"403","Chelsea ","Sobolik ","To: Dad, Love: Your Adoptive Daughter","sermon",2000,"January",1
"404","Chelsea ","Sobolik ","Adoption and the Deferred Hope of Infertility","sermon",2000,"January",1
"405","Chelsea ","Sobolik ","Delighting in the Greater Adoption","sermon",2000,"January",1
"406","Caroline ","Albanese ","Does God Give Us Only What We Can Handle?","sermon",2000,"January",1
"407","Caroline ","Albanese ","Mothers, Embrace the Mess","sermon",2000,"January",1
"408","Caroline ","Albanese ","Peacemaking: A Gospel Necessity","sermon",2000,"January",1
"409","Betsy ","Hart ","Beware Romantic Pornography","sermon",2000,"January",1
"410","Ashley ","Haupt ","The Last Place You Look for New Members","sermon",2000,"January",1
"411","Ashley ","Haupt ","Confessions of a Woman Who Didn’t Like Theology","sermon",2000,"January",1
"412","Amie ","Patrick ","You Are Not What You Eat","sermon",2000,"January",1
"413","Amie ","Patrick ","Self-Care and Self-Denial","sermon",2000,"January",1
"414","Amie ","Patrick ","For the Days You Don’t Like Your Spouse","sermon",2000,"January",1
"415","Amie ","Patrick ","Eating, Body Image, and the Gospel","sermon",2000,"January",1
"416","Amie ","Patrick ","Dealing with Your Discouragement","sermon",2000,"January",1
"417","Amie ","Patrick ","4 Lies About Introverts","sermon",2000,"January",1
"418","Amie ","Patrick ","Battling Discouragement as a Pastor’s Wife","sermon",2000,"January",1
"419","Amanda ","Edmondson ","Pursue Justice or Extend Grace in Sexual Harassment?","sermon",2000,"January",1
"420","Amanda ","Dalla Villa Adams ","Reformed Artmaking","sermon",2000,"January",1
"421","Amanda ","Dalla Villa Adams ","Who’s Afraid of Contemporary Art?","sermon",2000,"January",1
"422","Amanda ","Allen ","Perspectives on Our Children’s Education: Homeward Bound","sermon",2000,"January",1
"423","Alissa ","Wilkinson ","Tell Your Story, Tell It Well","sermon",2000,"January",1
"424","Alicia ","Constant ","The Costly Faithfulness of The Falls Church","sermon",2000,"January",1
"425","Bethany ","Jenkins ","We Staff the Church","sermon",2013,"August",7
"426","Bethany ","Jenkins ","How TGC Judges Editorial Success","sermon",2012,"February",29
"427","Bethany ","Jenkins ","Esther and the Silent Sovereignty of God","sermon",2000,"January",1
"428","Lindsey ","Carlson ","Should Your Family Invite Santa to Christmas?","sermon",2000,"January",1
"429","Lindsey ","Carlson ","The Things We Dare Not Say","sermon",2000,"January",1
"430","Lindsey ","Carlson ","Cheering Costly Obedience","sermon",2000,"January",1
"431","Lindsey ","Carlson ","Serving, Struggling, and Thriving as a Pastor’s Wife","sermon",2000,"January",1
"432","Lindsey ","Carlson ","From Good to Grace","sermon",2000,"January",1
"433","Lindsey ","Carlson ","3 Christmas Pitfalls for Parents","sermon",2000,"January",1
"434","Lindsey ","Carlson ","Slaying the Green-Eyed Monster of Envy","sermon",2000,"January",1
"435","Lindsey ","Carlson ","The Weight that So Easily Entangles","sermon",2000,"January",1
"436","Lindsey ","Carlson ","Eight Twenty Eight","sermon",2000,"January",1
"437","Lindsey ","Carlson ","In Praise of Ordinary Summers","sermon",2000,"January",1
"438","Lindsey ","Carlson ","The Phrase that Enslaves Moms in Every Season","sermon",2000,"January",1
"439","Lindsey ","Carlson ","The Plastic Fruit of Online Living","sermon",2000,"January",1
"440","Lindsey ","Carlson ","Battling Sinful Sarcasm","sermon",2000,"January",1
"441","Rebecca ","McLaughlin ","Sexual Identity and Loving Our Neighbor","sermon",2000,"January",1
"442","Rebecca ","McLaughlin ","To End the Killing of Babies, We Need a Loving Revolution","sermon",2000,"January",1
"443","Rebecca ","McLaughlin ","The Secular Creed","sermon",2000,"January",1
"444","Rebecca ","McLaughlin ","3 Reasons People Don’t Believe in Christmas","sermon",2000,"January",1
"445","Rebecca ","McLaughlin ","The Church Has Always Been Multiethnic","sermon",2000,"January",1
"446","Rebecca ","McLaughlin ","The Secular Creed","sermon",2000,"January",1
"447","Rebecca ","McLaughlin ","Jesus Changed Everything for Women","sermon",2000,"January",1
"448","Rebecca ","McLaughlin ","What Does It Mean to Be a New Creation?","sermon",2000,"January",1
"449","Rebecca ","McLaughlin ","Why Should Someone Believe Jesus Is God?","sermon",2000,"January",1
"450","Rebecca ","McLaughlin ","Going to Church Could Save Your Life","sermon",2000,"January",1
"451","Rebecca ","McLaughlin ","John 11:25–26 | A Moment of Steadfast Hope","sermon",2000,"January",1
"452","Rebecca ","McLaughlin ","How Should I Engage Unbelievers in Conversations About God?","sermon",2000,"January",1
"453","Rebecca ","McLaughlin ","Is Opposing Gay Marriage Just as Bad as Supporting Slavery?","sermon",2000,"January",1
"454","Rebecca ","McLaughlin ","Why Is “Look Within” a Bad Philosophy?","sermon",2000,"January",1
"455","Rebecca ","McLaughlin ","Tim Keller on the Significance of ‘Birth’ in Your Life","sermon",2000,"January",1
"456","Rebecca ","McLaughlin ","An Unexpected Antidote to Infighting","sermon",2000,"January",1
"457","Rebecca ","McLaughlin ","How Does Relativism Contradict Itself?","sermon",2000,"January",1
"458","Rebecca ","McLaughlin ","Richard Dawkins’s Latest Case for Outgrowing God","sermon",2000,"January",1
"459","Rebecca ","McLaughlin ","Rebecca McLaughlin on Answering Difficult Questions","sermon",2000,"January",1
"460","Rebecca ","McLaughlin ","5 Reasons to Disentangle Sexuality and Race","sermon",2000,"January",1
"461","Rebecca ","McLaughlin ","4 Things Christians Must Reclaim","sermon",2000,"January",1
"462","Rebecca ","McLaughlin ","20 Quotes on the Hardest Questions Christians Face","sermon",2000,"January",1
"463","Rebecca ","McLaughlin ","What We Need to Confront About Christianity","sermon",2000,"January",1
"464","Rebecca ","McLaughlin ","Christians, It’s Time to Go on the Offensive","sermon",2000,"January",1
"465","Rebecca ","McLaughlin ","When Atheism Is Intellectually Weak","sermon",2000,"January",1
"466","Rebecca ","McLaughlin ","Help! I’m Not Ready to Share My Faith","sermon",2000,"January",1
"467","Rebecca ","McLaughlin ","Confessions of a Reluctant Complementarian","sermon",2000,"January",1
"468","Lara ","d’Entremont ","When You Don’t Have a Good Dad on Father’s Day","sermon",2000,"January",1
"469","Nancy ","French ","3 Lessons from HBO’s ‘Chernobyl’","sermon",2000,"January",1
"470","A. L. ","Phillips ","‘Hadestown’: A Tragedy About Trying","sermon",2000,"January",1
"471","Teena ","Dare ","The Ten Commandments of the God of Consumerism","sermon",2000,"January",1
"472","Teena ","Dare ","How to Share Christ in a Workplace Where You’re Not Supposed to Discuss Him","sermon",2000,"January",1
"473","Teena ","Dare ","Is My Job the Problem? Or Am I Just Discontent?","sermon",2000,"January",1
"474","Paula ","Rinehart ","Dealing with Doubt in an Age of Deconstruction","sermon",2000,"January",1
"475","Katherine ","Forster ","Serious Bible Study Is for Teens, Too","sermon",2000,"January",1
"476","Beth ","Smith ","‘Roe v. Wade’: Disappointing Movie, Important Cause","sermon",2000,"January",1
"477","Beth ","Smith ","Joe Rogan’s Example for Believers","sermon",2000,"January",1
"478","Heidi ","Johnston ","4 Things I Want My Daughters to Know","sermon",2000,"January",1
"479","Lauren Green ","McAfee ","The Bible You Never Expected","sermon",2000,"January",1
"480","Clarissa ","Moll ","Prolonged Grief Disorder: New Diagnosis, Old Struggle","sermon",2000,"January",1
"481","Clarissa ","Moll ","How to Walk Faithfully Through Suffering","sermon",2000,"January",1
"482","Clarissa ","Moll ","The Call and Challenge of Women’s Work","sermon",2000,"January",1
"483","Clarissa ","Moll ","New Year Hope from the Exodus Desert","sermon",2000,"January",1
"484","Clarissa ","Moll ","Joy to the (Grieving) World","sermon",2000,"January",1
"485","Clarissa ","Moll ","How to Move from Grumbling to Gratitude","sermon",2000,"January",1
"486","Clarissa ","Moll ","Think About Such Things: Whatever Is Pure","sermon",2000,"January",1
"487","Clarissa ","Moll ","4 Ways Churches Can Help Grieving Children","sermon",2000,"January",1
"488","Clarissa ","Moll ","When You’re Waiting for Home","sermon",2000,"January",1
"489","Clarissa ","Moll ","Why I’m Going Back to Church After My Husband Died","sermon",2000,"January",1
"490","Clarissa ","Moll ","Dress Your Best for Jesus","sermon",2000,"January",1
